-2.2508,-2.409,-2.0453,-2.2676,-2.7824,-2.6655,-3.4249,-3.3533,-3.6908,-4.2261,-3.5332,-4.4546,-4.3356,-3.8675,-4.2805,-4.4773,-6.0967,-5.9603,-6.6084,-6.2481,-3.0774,-3.1569,-3.1447,-3.2831,-3.989,-4.2281,-4.2547,-4.472,-4.2865,-5.5575,-5.1392,-5.9419,-5.4715,-6.1317,-5.9203,-6.9644,-6.803,-7.3494,-8.2388,-8.3895,-2.8056,-3.2409,-3.0159,-2.6281,-2.8711,-3.0266,-3.5746,-3.8337,-3.9291,-4.5641,-3.932,-4.8216,-4.8261,-4.6295,-5.5537,-5.414,-6.7805,-6.4941,-6.7966,-6.8676,-3.228,-3.3968,-3.2267,-3.1785,-3.0299,-3.425,-3.5905,-4.3234,-3.9396,-4.0049,-5.08,-5.2265,-5.0177,-5.5872,-6.4119,-7.2918,-8.2626,-7.4044,-8.1093,-9.1121
-2.5881,-3.3446,-1.9838,-2.8551,-3.2182,-2.648,-3.5257,-3.4893,-3.3681,-3.6095,-4.2227,-3.9936,-3.9146,-4.7201,-4.1182,-5.1583,-5.6678,-5.8159,-6.7656,-6.012,-2.9838,-3.2022,-3.0608,-3.0828,-3.3345,-4.0571,-4.8911,-4.17,-4.076,-4.6987,-4.1228,-5.4776,-5.7536,-5.6477,-5.5063,-7.3944,-6.8557,-6.8341,-7.7074,-8.1219,-4.4096,-2.8487,-2.5495,-3.2364,-2.6955,-3.6309,-3.8036,-3.7708,-3.8385,-3.5303,-4.2082,-3.9563,-4.0063,-5.3801,-4.7729,-5.7353,-5.8887,-6.4725,-7.2324,-7.3081,-2.929,-3.2778,-3.1726,-3.0983,-3.6793,-4.1229,-4.3578,-4.4322,-4.9126,-4.6772,-4.71,-4.9455,-5.5658,-5.6688,-6.6037,-6.6111,-7.8399,-7.6951,-7.8387,-8.069
-4.1516,-3.013,-2.9541,-2.8808,-3.1409,-4.017,-3.4213,-3.138,-3.6995,-3.7681,-4.2701,-4.4262,-4.887,-4.6099,-4.9065,-5.8342,-5.9105,-6.4802,-7.4973,-7.9977,-3.1689,-3.2818,-3.2667,-2.8852,-3.6736,-3.9818,-4.8156,-4.2436,-4.4855,-4.3093,-4.8594,-5.6763,-6.0927,-6.6118,-6.3763,-7.0279,-7.2151,-7.6328,-8.5258,-8.8717,-2.0891,-2.4306,-3.3677,-3.1727,-3.5189,-4.3987,-3.4715,-3.8595,-4.5276,-4.2094,-4.3844,-4.8741,-5.5613,-5.2366,-6.1462,-5.6817,-5.7319,-6.2681,-6.7958,-7.9785,-3.1726,-3.1322,-3.043,-2.9078,-3.7141,-4.2964,-4.2584,-4.1412,-4.6926,-5.4603,-5.4905,-5.9199,-6.0164,-6.2351,-6.8927,-6.416,-6.93,-7.6512,-7.8508,-8.4047
-3.8328,-2.3752,-2.7993,-2.9955,-3.7488,-3.4373,-4.4428,-3.4538,-3.8569,-4.3356,-4.731,-4.7478,-4.4625,-4.3178,-5.504,-5.6263,-5.8555,-6.1228,-6.3407,-7.2737,-2.7001,-2.6736,-3.1219,-3.9686,-3.7988,-4.0421,-4.5573,-5.12,-4.4021,-5.109,-4.6739,-5.3636,-5.6257,-6.1265,-6.2518,-6.6508,-6.6262,-7.1464,-7.7447,-8.5884,-2.2762,-2.3274,-2.7098,-3.001,-2.4882,-2.5451,-3.7,-3.8312,-3.9799,-3.9911,-4.0412,-4.8873,-4.9993,-5.0176,-4.497,-5.0816,-5.5124,-6.0721,-6.8667,-7.6914,-2.7519,-2.9341,-3.6934,-4.4858,-3.9192,-4.1658,-3.9846,-5.0119,-4.7843,-4.533,-5.3034,-5.5393,-5.971,-6.102,-6.486,-6.4235,-7.2997,-6.9906,-7.8764,-8.5637
-3.4343,-2.7168,-3.6451,-2.993,-2.7407,-3.2054,-3.9134,-4.3536,-3.3661,-3.6733,-4.6839,-3.3588,-4.6005,-5.2194,-4.3632,-5.7918,-5.7312,-5.286,-5.8936,-5.9354,-2.6436,-2.7227,-2.8797,-3.7501,-3.3452,-3.645,-3.8191,-3.8517,-4.9799,-4.3627,-4.9294,-5.0402,-5.5816,-4.946,-6.255,-5.6786,-6.2519,-6.8228,-7.8588,-7.8471,-1.5204,-2.1408,-3.1422,-2.1953,-2.2276,-3.2679,-2.8725,-3.3746,-3.1334,-3.347,-4.0197,-4.5964,-5.2468,-4.6909,-5.752,-6.2563,-6.7133,-6.0649,-7.0673,-7.1675,-3.1404,-3.0766,-3.1511,-3.5514,-3.2952,-4.1205,-3.7949,-4.0245,-4.4825,-5.5219,-5.7107,-5.9136,-5.301,-6.6025,-6.1816,-6.5648,-7.5889,-8.0908,-7.6538,-8.007
-3.0652,-2.9927,-2.7297,-2.9568,-3.1791,-3.0724,-3.2914,-3.9306,-3.7294,-3.4605,-5.1464,-4.2747,-4.643,-5.3362,-5.3725,-5.4876,-5.4191,-6.5163,-6.9851,-6.9764,-2.6305,-3.2211,-3.4964,-3.1739,-3.8316,-4.6945,-3.7636,-4.4438,-4.6042,-5.0305,-5.415,-5.3538,-5.416,-5.3747,-6.3324,-7.1716,-7.2627,-7.7413,-8.3502,-8.3492,-2.7748,-2.9388,-2.6831,-2.502,-3.5533,-3.961,-3.787,-3.8517,-3.5459,-3.5092,-3.9257,-4.6254,-5.2697,-4.897,-5.2561,-5.5483,-5.3989,-6.5902,-6.9665,-7.6748,-2.9721,-3.7451,-3.9091,-3.4389,-3.9595,-4.0716,-4.2561,-4.3237,-3.9257,-5.0255,-4.6191,-5.5959,-5.7927,-5.8067,-6.5978,-7.1171,-6.4687,-6.9658,-7.9644,-8.2953
-4.1305,-3.7055,-4.2933,-4.0015,-3.1873,-3.8674,-4.4613,-4.1112,-4.021,-5.0796,-4.192,-5.0999,-4.7055,-4.9213,-6.0428,-5.7574,-7.1456,-6.9514,-8.0442,-7.2031,-3.0132,-3.3529,-3.1956,-4.0668,-3.4655,-3.5754,-3.6003,-4.8712,-4.7886,-5.1339,-5.935,-5.3085,-5.9044,-5.6285,-6.0095,-6.6686,-6.8112,-7.6179,-9.0053,-8.1148,-2.818,-2.5717,-2.5924,-2.6289,-3.0924,-2.8486,-3.0492,-2.8586,-2.7814,-3.0154,-3.8572,-3.6569,-3.9161,-4.7338,-5.1767,-6.1719,-6.9419,-5.735,-6.2913,-6.7279,-2.8584,-3.0807,-3.3662,-3.9843,-4.2555,-3.9905,-4.0573,-4.2882,-4.0143,-4.4614,-6.4306,-4.8746,-5.7707,-5.8207,-6.2494,-6.8595,-7.2748,-8.1845,-8.1787,-8.7412
-3.3292,-2.9128,-4.1286,-3.671,-3.7529,-3.2975,-3.3679,-4.4444,-3.7232,-4.4454,-4.357,-4.3536,-4.8642,-5.6029,-4.9952,-5.6789,-6.0941,-5.9051,-6.352,-6.5467,-2.4437,-2.8072,-2.9298,-3.573,-3.607,-4.0867,-4.1126,-4.5707,-4.5188,-5.6072,-4.9278,-5.4995,-5.458,-5.7189,-6.1458,-7.0485,-7.1424,-6.9558,-7.2992,-8.207,-2.156,-2.2569,-3.1619,-3.2398,-2.557,-2.8202,-2.5825,-3.0159,-4.0339,-3.6437,-4.1578,-4.5737,-4.3201,-4.2927,-5.2005,-5.7959,-6.8898,-6.1986,-7.1769,-6.672,-2.271,-2.4624,-2.932,-3.6794,-3.2712,-3.8138,-3.8842,-4.6907,-4.1327,-4.5295,-4.6456,-5.7466,-5.3817,-5.9855,-5.7991,-7.2443,-7.1368,-7.125,-7.8188,-8.6891
-1.8996,-1.915,-2.634,-3.6082,-3.3032,-2.9684,-4.0921,-3.6694,-4.4378,-3.8197,-4.0418,-4.5663,-4.616,-5.4168,-4.7345,-5.1906,-5.6678,-7.0736,-7.4129,-7.4553,-2.3832,-3.009,-3.6471,-4.0387,-3.439,-4.5794,-4.2494,-4.9661,-4.9525,-4.6603,-5.7176,-5.3382,-5.5649,-5.8426,-5.931,-6.4828,-7.0624,-7.7765,-8.4308,-9.1092,-2.423,-2.4739,-2.7123,-3.1526,-5.1909,-4.2478,-4.3553,-4.348,-3.9776,-3.9857,-4.2096,-5.6443,-4.7579,-5.1107,-5.1353,-6.2634,-6.4334,-6.2647,-6.2636,-6.8502,-2.6767,-2.9439,-2.9514,-3.3,-4.181,-4.2208,-4.3303,-5.3286,-4.7882,-4.7719,-5.1072,-6.1513,-5.3901,-6.3267,-6.1478,-6.1129,-6.913,-8.2838,-7.5384,-8.6903
-2.1274,-1.6048,-2.3623,-2.409,-2.0574,-2.7994,-3.1606,-3.0286,-3.2608,-3.8127,-3.673,-4.3761,-4.2715,-4.5561,-5.0232,-5.15,-5.1287,-5.6067,-6.1625,-6.8207,-2.8043,-3.1616,-2.8261,-2.9482,-3.1863,-3.6463,-4.0921,-4.4135,-5.2172,-4.8029,-4.8339,-5.5653,-5.4806,-6.0866,-6.3493,-6.6421,-7.229,-6.8914,-8.2225,-8.8161,-2.9191,-3.5198,-2.6608,-3.0807,-2.8666,-3.4626,-3.6141,-4.462,-4.5091,-3.6214,-3.5246,-4.122,-4.7819,-4.7102,-5.7186,-5.0405,-7.0913,-7.7627,-7.5833,-6.8763,-2.6222,-2.7963,-2.8615,-3.2409,-3.1535,-3.6785,-4.5271,-4.7942,-5.3943,-4.5151,-4.9407,-5.95,-5.8014,-5.5554,-6.7834,-6.5831,-6.8107,-8.4403,-8.3112,-8.4448
