0.00014571,0.0001493,8.8246e-07,0.00020691,0.00015924,5.6318e-06,0.00020637,0.00017175,1.1442e-05,0.00024335,0.00018793,1.793e-05,0.00026549,0.00019742,2.5357e-05,0.00027475,0.00019799,2.3584e-05,0.00030624,0.00022415,2.6847e-05,0.00030835,0.0002247,3.005e-05,0.00033509,0.00024012,3.2399e-05,0.00033419,0.00024849,3.5236e-05,0.00035739,0.00025908,3.443e-05,0.00035187,0.00027028,3.9252e-05,0.00037793,0.00028877,3.9858e-05,0.00039439,0.00028721,4.1771e-05,0.00039709,0.00029872,4.5354e-05
0.00012146,0.00011565,1.1849e-06,0.00016221,0.00016377,6.4385e-06,0.00017591,0.00015086,1.2274e-05,0.00018644,0.00016557,1.8325e-05,0.00021928,0.00017211,2.0697e-05,0.00021815,0.00018857,2.5229e-05,0.00022142,0.00018331,3.1908e-05,0.00025163,0.00020025,3.4821e-05,0.00024751,0.00021396,3.3786e-05,0.00026772,0.00022673,4.0657e-05,0.00027421,0.0002304,4.3655e-05,0.0002849,0.00023908,4.4034e-05,0.00030409,0.00026036,4.8781e-05,0.0003045,0.0002686,5.0942e-05,0.0003213,0.00027806,5.1627e-05
0.00013081,0.00013356,1.9515e-06,0.00014997,0.00014966,6.199e-06,0.00016099,0.00015335,8.3118e-06,0.00017152,0.00016745,1.1367e-05,0.00018805,0.00017839,1.4339e-05,0.00019788,0.00018226,1.7802e-05,0.00021001,0.00018949,2.0972e-05,0.00022592,0.00020493,2.255e-05,0.00024236,0.00021132,2.2811e-05,0.00025061,0.00022332,2.6911e-05,0.00027038,0.00023195,2.8008e-05,0.00027792,0.00023987,3.0861e-05,0.00029496,0.00024462,3.2922e-05,0.00030841,0.00025952,3.4173e-05,0.00032107,0.00027229,3.6454e-05
0.00012992,0.00012857,7.3572e-07,0.00013495,0.000134,4.5202e-06,0.00014726,0.00014395,7.5548e-06,0.00016015,0.00015659,1.1257e-05,0.00017755,0.00016405,1.4665e-05,0.00018035,0.00016726,1.8743e-05,0.000202,0.00017883,1.8676e-05,0.00021174,0.00018263,2.1944e-05,0.00021947,0.000184,2.5638e-05,0.00023834,0.00019376,2.8133e-05,0.00025048,0.00019772,3.08e-05,0.00025896,0.00020692,3.4178e-05,0.00027314,0.00021586,3.3243e-05,0.00028414,0.0002187,3.6464e-05,0.00029132,0.00022915,4.0139e-05
0.00011071,0.00010934,1.7906e-06,0.00015061,0.00013704,7.4464e-06,0.00014905,0.00013939,1.3496e-05,0.00016941,0.00015438,1.3978e-05,0.00018413,0.00016656,2.0671e-05,0.00020036,0.00017276,2.2691e-05,0.00021722,0.00018419,2.3718e-05,0.00022717,0.00019428,2.8733e-05,0.00024319,0.00020192,2.9787e-05,0.00025847,0.00021733,3.2903e-05,0.00027342,0.00022486,3.5462e-05,0.00028158,0.00023142,3.6221e-05,0.00030283,0.00024517,3.9928e-05,0.00031459,0.00025703,4.1115e-05,0.0003247,0.00026678,4.3143e-05
9.6625e-05,9.6681e-05,8.8742e-07,0.00011102,0.00011039,3.1618e-06,0.00012361,0.00012683,6.2119e-06,0.00013257,0.00013111,9.2488e-06,0.00014578,0.00013564,1.251e-05,0.00014767,0.00014043,1.5358e-05,0.00015859,0.0001498,1.7925e-05,0.00016599,0.00015508,1.9956e-05,0.00017152,0.00016314,2.2884e-05,0.00018426,0.0001702,2.5504e-05,0.00018927,0.00017478,2.7092e-05,0.00019737,0.00018154,2.9393e-05,0.00021241,0.00018829,3.0419e-05,0.0002184,0.00019667,3.3895e-05,0.00022867,0.00020009,3.6827e-05
0.00014058,0.00014193,9.5582e-07,0.00014723,0.000144,4.9831e-06,0.00016173,0.00016113,7.1923e-06,0.0001706,0.00016586,1.1033e-05,0.00016854,0.0001618,1.3396e-05,0.00018117,0.00016849,1.6188e-05,0.00018554,0.00017015,1.7692e-05,0.00019221,0.00018015,1.9591e-05,0.00019964,0.00018074,2.336e-05,0.00020517,0.00018591,2.3369e-05,0.00020922,0.0001912,2.7247e-05,0.00021617,0.00019722,2.8276e-05,0.00022879,0.00020865,2.961e-05,0.00023032,0.00020908,3.1324e-05,0.00023767,0.00021439,3.3937e-05
0.00011887,0.00011581,1.3606e-06,0.00013182,0.00012714,5.2622e-06,0.00014069,0.00013229,8.7806e-06,0.0001583,0.00015097,1.1263e-05,0.00017024,0.00015377,1.5507e-05,0.00017588,0.00016439,1.6177e-05,0.00019525,0.00017736,1.7506e-05,0.00020398,0.00018022,2.2482e-05,0.00022043,0.00019133,2.4623e-05,0.0002264,0.0001948,2.7162e-05,0.00023954,0.00020591,2.7808e-05,0.00024781,0.00021152,3.0869e-05,0.00026556,0.00021932,3.1323e-05,0.00027414,0.00022452,3.2798e-05,0.00028431,0.00023363,3.6316e-05
0.00012821,0.00012952,1.3569e-06,0.00013948,0.00012912,5.0711e-06,0.00015291,0.00014086,7.2705e-06,0.00016613,0.00015934,1.2721e-05,0.00018721,0.00016352,1.7616e-05,0.00020142,0.00016869,2.2593e-05,0.00021008,0.00018333,1.946e-05,0.00022231,0.00018933,2.2785e-05,0.00022832,0.00019724,2.6697e-05,0.00024726,0.00020384,2.7194e-05,0.00025428,0.00020594,3.0161e-05,0.00026379,0.00020991,3.2146e-05,0.00027062,0.00022134,3.3858e-05,0.00028323,0.00023237,3.6054e-05,0.0002993,0.0002396,3.715e-05
0.00012203,0.00012173,8.8685e-07,0.00014329,0.00014662,4.7479e-06,0.00015589,0.00015485,6.6283e-06,0.00016726,0.00015811,1.097e-05,0.00018723,0.00017404,1.554e-05,0.00020596,0.00018202,1.7684e-05,0.00020809,0.00018768,2.0942e-05,0.00020906,0.00019139,2.3769e-05,0.00021973,0.00019797,2.6448e-05,0.00023169,0.0002073,2.999e-05,0.00023957,0.0002132,3.4082e-05,0.00025206,0.00021942,3.4012e-05,0.00025626,0.00022499,3.8055e-05,0.00026577,0.00022956,3.9116e-05,0.00027138,0.00023764,4.056e-05
