-2.6028,-2.5365,-3.1706,-3.4938,-3.1018,-3.3509,-4.0032,-4.1138,-4.4686,-4.5159,-5.1508,-5.4541,-5.3163,-5.2889,-6.1864,-6.7048,-5.9043,-7.0941,-7.2866,-7.9513,-3.6199,-3.4454,-3.4004,-3.6388,-3.7092,-3.803,-4.268,-4.0243,-4.4625,-5.4196,-4.7417,-5.4368,-5.4297,-5.9387,-6.144,-6.9712,-6.1287,-7.3876,-6.9688,-7.8728,-3.0859,-3.3183,-3.0844,-3.1414,-3.6311,-4.0367,-3.816,-3.8527,-4.6205,-4.2605,-5.0367,-6.1842,-6.482,-5.1087,-5.9638,-5.9897,-5.7794,-6.844,-7.1109,-7.2842,-3.383,-3.6501,-4.6957,-4.5633,-3.599,-3.7648,-4.115,-4.6494,-4.5624,-4.6113,-5.003,-5.1781,-5.8717,-5.8864,-5.8383,-6.5445,-6.6601,-6.8643,-6.8198,-7.4742
-2.4629,-3.2409,-2.5059,-2.6038,-2.8244,-3.0268,-3.6315,-3.885,-4.1589,-4.5291,-3.9257,-3.9905,-4.675,-4.7701,-5.3624,-5.2758,-6.1354,-6.1387,-5.934,-6.7721,-3.3854,-3.6244,-3.4668,-4.1119,-3.865,-4.103,-4.2121,-4.7737,-5.3159,-5.1328,-5.6713,-5.6632,-6.2598,-6.5886,-5.913,-6.8054,-6.5864,-6.9132,-7.529,-7.4034,-3.3566,-4.1698,-4.1333,-4.0199,-3.7086,-4.6833,-4.3585,-4.9634,-5.2604,-4.9829,-5.2056,-5.8369,-5.7351,-6.1097,-6.3869,-5.7758,-6.406,-6.508,-7.3562,-7.3687,-3.3478,-3.7972,-4.3736,-4.4772,-4.8269,-4.3104,-5.4004,-4.5037,-5.4714,-5.4855,-5.5305,-5.7456,-5.8085,-5.7957,-6.4003,-6.3397,-6.4147,-7.2122,-7.5501,-7.1388
-3.3755,-3.6013,-4.4613,-3.9232,-4.5166,-4.2051,-5.0072,-5.0356,-5.5161,-4.982,-5.6459,-5.7438,-5.8517,-6.602,-6.2328,-7.1793,-6.821,-7.6602,-7.2749,-8.1416,-6.9154,-7.9137,-7.0162,-6.8504,-7.4451,-8.2434,-7.8867,-8.053,-8.8882,-8.9958,-8.7747,-9.3357,-9.3631,-9.6475,-9.8452,-10.836,-10.858,-11.272,-11.755,-11.403,-4.2881,-3.7937,-3.9437,-5.2412,-4.2733,-5.4375,-4.6865,-4.8244,-4.9997,-5.3071,-5.8976,-7.1597,-6.1175,-6.8588,-6.4737,-6.6517,-7.0689,-7.3553,-7.6637,-8.27,-6.1849,-7.0939,-7.4764,-6.9923,-7.9358,-7.5955,-8.4282,-8.2845,-8.5553,-9.0429,-8.8941,-9.2664,-9.1392,-9.5168,-10.736,-10.051,-10.322,-10.99,-11.466,-11.244
-3.4885,-3.5851,-3.2401,-3.5229,-2.8103,-4.1626,-4.1734,-4.0151,-3.6299,-4.138,-4.2594,-4.1624,-4.6102,-5.1005,-4.5018,-4.8608,-5.4078,-5.5478,-5.9328,-5.9659,-4.3988,-3.907,-4.0067,-5.0264,-4.9275,-5.3769,-5.493,-5.3955,-6.2911,-6.5468,-6.546,-6.8546,-7.1958,-6.8693,-6.794,-8.2254,-7.6724,-7.3347,-8.3095,-8.1079,-3.2708,-3.8586,-3.8214,-3.7468,-3.9605,-3.99,-3.615,-3.5033,-4.6863,-3.6611,-3.7714,-4.5902,-4.1549,-4.0126,-4.8724,-5.4841,-5.5463,-5.8443,-5.8955,-5.8931,-3.6563,-4.7725,-4.5038,-4.1638,-4.5308,-5.3782,-5.5781,-5.7656,-6.3482,-6.4579,-6.61,-6.4357,-7.2615,-7.2897,-6.9967,-7.2868,-7.1671,-8.7331,-8.6521,-7.7555
-3.6947,-3.8425,-4.3391,-4.4207,-5.004,-4.5558,-5.4831,-5.1106,-4.9495,-6.1741,-5.6896,-5.1264,-5.7649,-5.6772,-5.9406,-6.0665,-5.8532,-6.7297,-6.7172,-6.8761,-4.2222,-4.2579,-4.4536,-5.2437,-5.6402,-4.8122,-4.9451,-4.6999,-5.0519,-4.9832,-4.7815,-4.9829,-5.1351,-4.8987,-5.3329,-5.5073,-5.485,-5.6664,-6.0554,-6.2077,-3.8848,-4.3226,-4.8571,-5.0724,-5.3111,-5.6716,-5.9205,-5.6472,-5.5132,-5.5931,-5.561,-6.1696,-6.0187,-6.1464,-6.643,-7.1675,-6.704,-7.3449,-7.4389,-7.439,-3.2807,-4.2704,-3.9707,-4.2642,-4.472,-4.6291,-4.9224,-6.0148,-5.8044,-5.726,-5.3508,-6.0236,-5.8752,-6.7112,-6.3387,-6.5603,-6.7862,-6.4865,-7.1758,-7.1911
-4.0269,-4.5217,-4.048,-5.1165,-4.4196,-3.4644,-3.5177,-4.4688,-3.4726,-3.9336,-5.2561,-5.501,-4.3078,-4.0593,-5.8091,-3.9639,-4.6273,-5.1467,-6.7709,-6.502,-5.5332,-5.5104,-4.8793,-5.8112,-4.37,-6.312,-5.4609,-4.3338,-3.6862,-5.5065,-3.7866,-6.2523,-4.6103,-6.4999,-5.8667,-6.8572,-7.4985,-7.309,-7.9371,-7.9183,-4.8644,-5.2332,-4.9688,-5.1252,-4.5053,-3.5106,-3.2366,-3.5715,-4.5015,-5.6968,-3.6806,-3.9366,-5.0391,-4.2214,-5.9631,-5.5982,-6.4353,-6.951,-6.2396,-6.7484,-5.4423,-5.3104,-4.8992,-4.7755,-4.5563,-4.633,-5.0866,-4.0987,-2.9646,-5.7759,-3.2282,-5.6531,-4.5242,-6.4536,-6.3142,-6.7947,-5.7238,-7.0109,-8.6394,-8.5149
-2.8197,-2.7913,-2.7912,-2.0542,-2.5329,-3.0205,-3.9237,-3.5848,-3.7144,-3.242,-4.5155,-4.7358,-5.4819,-4.2727,-4.4007,-5.0625,-5.3959,-5.3372,-5.7963,-6.4531,-3.2328,-3.8635,-3.98,-4.3814,-4.2937,-3.993,-4.9263,-4.0654,-4.6379,-5.9861,-5.3435,-6.9623,-5.6304,-6.4323,-6.9225,-6.5173,-5.9637,-6.9757,-7.0967,-7.5533,-3.822,-3.6387,-4.0094,-4.7372,-4.4336,-4.6719,-4.6039,-5.0861,-5.1834,-5.4233,-5.3173,-6.0806,-5.8003,-6.4043,-5.9438,-6.5686,-6.1469,-6.525,-6.4713,-7.1159,-3.1685,-3.2452,-4.0855,-4.4661,-5.3196,-4.6239,-4.3144,-4.4989,-4.5253,-5.8511,-4.9777,-6.2989,-6.4234,-6.6607,-6.6183,-6.1804,-6.3262,-6.2797,-6.9685,-7.6846
-2.3941,-2.6881,-2.5645,-2.8906,-2.7729,-2.7109,-3.0296,-3.3355,-3.3478,-3.4075,-3.8803,-4.1486,-3.9466,-4.5749,-4.5309,-4.7048,-5.1053,-5.162,-5.9191,-6.5039,-5.0022,-5.5506,-6.0039,-6.2443,-6.3107,-6.0643,-6.5557,-6.0211,-7.2023,-6.8369,-6.6153,-6.9797,-6.9576,-6.7609,-7.2228,-7.7324,-7.4889,-7.1957,-7.0091,-4.3782,-5.3392,-5.6486,-5.6406,-5.5112,-6.2954,-5.6297,-7.4889,-6.2605,-6.3168,-7.0299,-7.1639,-6.698,-7.2862,-6.8939,-7.5377,-7.2481,-6.852,-7.1754,-6.0678,-7.7806,-4.9115,-5.3303,-5.3052,-5.9301,-6.3643,-6.367,-7.0631,-6.4879,-7.0715,-6.7528,-7.1101,-7.5665,-7.2337,-7.3848,-7.0171,-7.2238,-7.1054,-7.4708,-7.4421,-6.4827
-2.6416,-2.75,-2.5635,-3.2754,-4.2708,-3.3894,-4.3774,-4.4637,-4.6633,-4.416,-3.7668,-4.9009,-5.2484,-5.5039,-4.9494,-5.5833,-5.7571,-5.7018,-6.2991,-6.0207,-3.1579,-3.2056,-3.3495,-3.5003,-4.2819,-3.7123,-4.1269,-4.608,-4.7413,-4.945,-4.6381,-5.3308,-5.5092,-5.8326,-5.7376,-6.3718,-5.4852,-5.6527,-6.6358,-6.7309,-2.7075,-2.8452,-2.9366,-4.035,-3.5666,-4.1733,-4.4887,-4.4512,-4.5163,-3.9257,-4.2482,-4.5126,-4.4934,-4.775,-5.9919,-5.5955,-5.7089,-6.1258,-6.1786,-6.6722,-2.6805,-2.8927,-3.062,-3.4978,-3.4185,-4.0762,-3.6582,-4.3755,-4.6347,-4.5305,-4.9706,-5.0896,-5.5792,-6.1229,-5.6866,-5.2019,-5.4545,-6.7442,-6.4077,-6.8844
-2.1885,-2.9691,-3.1853,-3.5071,-3.3336,-4.0353,-4.044,-4.5593,-4.4418,-5.084,-4.7655,-5.4108,-6.2146,-5.8006,-6.5149,-6.6559,-6.552,-6.8901,-7.778,-7.7896,-2.9048,-2.794,-2.4153,-3.4787,-3.3587,-3.9134,-4.2364,-4.5919,-5.0848,-4.5519,-4.8744,-5.1229,-5.4685,-6.7497,-6.9452,-6.0849,-6.4027,-7.7499,-7.9098,-8.5534,-2.3556,-2.5015,-2.751,-3.2778,-3.5801,-3.8079,-3.9491,-4.5144,-4.0212,-4.6978,-4.8459,-5.0754,-5.2269,-5.85,-5.7536,-6.2485,-6.649,-6.7595,-7.2152,-8.4583,-2.9967,-2.7742,-2.7325,-3.3146,-2.925,-3.4983,-4.0468,-3.9371,-4.2009,-5.2927,-4.7974,-4.9345,-5.8697,-6.0505,-7.2383,-6.884,-6.7814,-7.1248,-7.8267,-8.6135
